-02.69410000e+01 001.37850000e+01 -01.15400000e+00 008.42000000e-04
-01.76220000e+01 001.36250000e+01 007.95000000e-01 -07.37100000e-03
-01.64400000e+01 001.39930000e+01 001.30600000e+00 002.05120000e-02
-01.63720000e+01 001.52010000e+01 002.17900000e+00 -07.91900000e-03
-01.52090000e+01 001.31920000e+01 001.01900000e+00 -01.23900000e-03
-01.49050000e+01 001.21130000e+01 001.76500000e+00 003.86000000e-04
-01.36960000e+01 001.11990000e+01 001.57700000e+00 003.42400000e-03
-01.24090000e+01 001.13610000e+01 002.40600000e+00 -01.91800000e-03
-01.11910000e+01 001.06280000e+01 001.88700000e+00 -01.10000000e-05
-01.15220000e+01 009.37100000e+00 001.13500000e+00 001.97000000e-04
-01.23540000e+01 009.75900000e+00 -07.20000000e-02 -04.46000000e-04
-02.60330000e+01 001.39620000e+01 -01.91000000e-01 007.02000000e-04
-01.37230000e+01 001.02380000e+01 004.02000000e-01 -05.36000000e-04
-01.48360000e+01 001.05450000e+01 -05.78000000e-01 006.07000000e-04
-01.26540000e+01 001.08680000e+01 003.80800000e+00 001.75000000e-04
-01.20350000e+01 001.28280000e+01 002.45600000e+00 009.06000000e-04
-02.83590000e+01 001.38270000e+01 -08.29000000e-01 -01.94410000e-02
-02.92670000e+01 001.31390000e+01 -01.48500000e+00 001.51530000e-02
-03.06550000e+01 001.32570000e+01 -01.07100000e+00 -08.24200000e-03
-03.15750000e+01 001.31480000e+01 -02.00800000e+00 002.00750000e-02
-03.11190000e+01 001.29500000e+01 -03.40400000e+00 -07.96400000e-03
-03.28100000e+01 001.32250000e+01 -01.89500000e+00 -06.22000000e-04
-02.46130000e+01 001.39050000e+01 -04.70000000e-01 -06.06000000e-03
-03.39360000e+01 001.33510000e+01 -02.16400000e+00 002.28800000e-03
-03.50160000e+01 001.35510000e+01 -02.76700000e+00 001.61800000e-03
-03.59020000e+01 001.23880000e+01 -03.11200000e+00 -01.96200000e-03
-03.61250000e+01 001.25480000e+01 -04.60000000e+00 -01.37000000e-04
-03.69360000e+01 001.38080000e+01 -04.85500000e+00 003.80000000e-05
-03.61680000e+01 001.50210000e+01 -04.42000000e+00 006.54000000e-04
-03.53080000e+01 001.47870000e+01 -03.21800000e+00 003.77000000e-04
-03.47510000e+01 001.60180000e+01 -02.58600000e+00 -01.55000000e-04
-02.36790000e+01 001.41160000e+01 004.47000000e-01 -04.71600000e-03
-03.72410000e+01 001.23950000e+01 -02.39500000e+00 003.32000000e-04
-03.51970000e+01 001.11110000e+01 -02.74000000e+00 005.07000000e-04
-02.22630000e+01 001.39910000e+01 001.18000000e-01 009.55000000e-04
-02.13780000e+01 001.36900000e+01 001.08100000e+00 -06.76000000e-04
-02.18760000e+01 001.34790000e+01 002.46600000e+00 002.17300000e-03
-01.99330000e+01 001.34700000e+01 008.98000000e-01 -01.70490000e-02
-01.89010000e+01 001.42880000e+01 001.03500000e+00 001.34380000e-02
-01.41590000e+01 009.86500000e+00 001.69400000e+00 -02.58000000e-04
-01.03040000e+01 008.72600000e+00 007.50000000e-01 004.20000000e-05
-03.71700000e+01 001.39710000e+01 -06.24600000e+00 -09.60000000e-05
