-01.77700000e+01 -02.98700000e+00 003.14620000e+01 -06.75490000e-02
-01.62190000e+01 -02.53000000e-01 003.05690000e+01 001.34351000e-01
-02.01240000e+01 006.50000000e-01 002.88420000e+01 -03.62810000e-02
-02.18710000e+01 -03.07400000e+00 003.03080000e+01 -01.41937000e-01
-01.78720000e+01 -04.21200000e+00 003.20300000e+01 006.96430000e-02
-01.54840000e+01 009.68000000e-01 003.02150000e+01 -03.63250000e-02
-02.13690000e+01 001.23000000e+00 002.82710000e+01 -01.49960000e-02
-02.25450000e+01 -04.28800000e+00 003.07910000e+01 001.56450000e-02
-01.65840000e+01 -04.59600000e+00 003.26370000e+01 003.62260000e-02
-01.64950000e+01 001.74000000e+00 002.94720000e+01 003.52960000e-02
-02.23910000e+01 001.97000000e-01 002.85110000e+01 -02.14320000e-02
-02.15040000e+01 -05.08000000e+00 003.14380000e+01 -03.02680000e-02
-01.57040000e+01 -03.44300000e+00 003.23650000e+01 002.91180000e-02
-01.77360000e+01 009.07000000e-01 002.94290000e+01 -07.92310000e-02
-02.16600000e+01 -08.72000000e-01 002.92270000e+01 -01.32559000e-01
-02.03130000e+01 -04.18600000e+00 003.12840000e+01 008.52930000e-02
-01.64640000e+01 -02.53400000e+00 003.16510000e+01 007.54780000e-02
-01.41330000e+01 001.49200000e+00 003.04970000e+01 -02.51000000e-04
-02.37010000e+01 006.22000000e-01 002.79970000e+01 002.48240000e-02
-02.17510000e+01 -06.41900000e+00 003.21010000e+01 005.90700000e-03
-01.43400000e+01 -02.86200000e+00 003.24870000e+01 -03.50890000e-02
-01.32830000e+01 001.91300000e+00 002.95770000e+01 -09.01400000e-03
-02.45100000e+01 -03.00000000e-01 002.75170000e+01 -02.30630000e-02
-02.16110000e+01 -07.52800000e+00 003.10840000e+01 -06.42800000e-03
-01.42970000e+01 -01.56200000e+00 003.18700000e+01 007.74500000e-02
-01.22430000e+01 003.95000000e-01 003.43710000e+01 007.53200000e-03
-01.19860000e+01 002.39900000e+00 003.00520000e+01 002.39300000e-03
-01.39320000e+01 -05.90000000e-01 003.29540000e+01 -01.65010000e-02
-01.56320000e+01 -01.35300000e+00 003.13310000e+01 -01.65052000e-01
-01.88950000e+01 001.45800000e+00 002.87230000e+01 004.51840000e-02
-02.25040000e+01 -01.98600000e+00 002.95850000e+01 001.74364000e-01
-01.91690000e+01 -04.89500000e+00 003.19180000e+01 -08.67030000e-02
-01.63590000e+01 003.09500000e+00 002.88400000e+01 001.03100000e-03
-02.15500000e+01 002.55700000e+00 002.75830000e+01 -03.59400000e-03
-02.39990000e+01 -04.64200000e+00 003.06290000e+01 006.24000000e-03
-01.64440000e+01 -05.90900000e+00 003.33570000e+01 001.66000000e-03
-01.75930000e+01 -02.49000000e-01 003.00890000e+01 -02.18560000e-02
-02.05830000e+01 -02.92900000e+00 003.05500000e+01 001.81330000e-02
-01.11770000e+01 002.77700000e+00 002.91870000e+01 -02.80500000e-03
-01.47140000e+01 001.42000000e-01 003.35460000e+01 001.31800000e-03
-01.17130000e+01 002.42700000e+00 003.12880000e+01 -03.13300000e-03
-01.25590000e+01 -05.36000000e-01 003.33440000e+01 -01.20800000e-02
-01.34710000e+01 -03.57100000e+00 003.31010000e+01 001.97700000e-02
-01.89440000e+01 -01.75400000e+00 003.02790000e+01 002.81600000e-03
